EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,FTOffRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,LiveBallTurnoverPct,OffFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAssists,Loose Ball Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefCorner3ReboundPct,LostBallSteals,DefAtRimReboundPct,FTDefRebounds,DefFTReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,Fg3aBlocked,Travels,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,Technical Free Throw Trips,SecondChanceFtPoints,OffArc3ReboundPct,BadPassOutOfBoundsTurnovers,Charge Fouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,LostBallOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,LongMidRangePctBlocked,Offensive Fouls Drawn,SecondChanceCorner3FGM,Clear Path Fouls,Transition Take Fouls Drawn,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls,team_id,year,season,team_vs
1627832-1630578-1631095-1641708-203500,1610612745,"Fred VanVleet, Alperen Sengun, Jabari Smith Jr., Amen Thompson, Steven Adams","VanVleet, Sengun, Smith Jr., Thompson, Adams",1627832-1630578-1631095-1641708-203500,HOU,137.0,2,2.0,5.0,6.0,4,3.0,10,3.0,,3.0,6.0,,,,,,1.0,1.0,,,105.1094890510949,12.666666666666666,15.25,11.333333333333334,15.25,6.0,3.0,1.0,2.0,,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,3.0,,1.0,6.0,8.0,,1.0,4.0,1.0,3.0,,1.0,6.0,8.0,,2.0,,,,1.0,,,,,,,,,,2.0,2.0,1.0,3.0,,,,,,,,4.0,8.0,2.0,4.0,8.0,6.0,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.5,0.5,0.5,0.25,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.5,0.5,0.5,0.25,,,,,,,,,0.25,,,,1.0,,0.5,0.5,,,0.25,0.75,,0.5385125,0.6377,0.5385125,0.5,1.0,4.666666666666667,25.1,1.0,,2.0,,,,,,,0.3333333333333333,0.4,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1628415-1630578-1641708-203500,1610612745,"Fred VanVleet, Dillon Brooks, Alperen Sengun, Amen Thompson, Steven Adams","VanVleet, Brooks, Sengun, Thompson, Adams",1627832-1628415-1630578-1641708-203500,HOU,686.0,3,11.0,-7.0,22.0,22,3.0,44,26.0,,4.0,15.0,3.0,3.0,,3.0,,3.0,4.0,1.0,,92.36151603498543,14.909090909090908,16.272727272727273,14.545454545454545,15.090909090909092,6.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,8.0,3.0,,1.0,,,1.0,5.0,2.0,7.0,16.0,1.0,6.0,2.0,19.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,,9.0,2.0,12.0,3.0,4.0,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,3.0,7.0,4.0,11.0,3.0,1.0,1.0,,,,,3.0,3.0,,15.0,9.0,6.0,,,0.14285714285714285,0.2,1.0,0.16666666666666666,0.5,0.16666666666666666,0.4375,0.5,0.6,0.38636363636363635,0.5,0.6428571428571429,0.391304347826087,0.5,0.6428571428571429,0.2727272727272727,0.0625,,0.125,0.5714285714285714,0.3333333333333333,1.0,0.7857142857142857,0.3076923076923077,0.5,0.3333333333333333,1.0,1.0,0.25,0.22727272727272727,0.6,0.6,0.36363636363636365,0.375,0.42857142857142855,0.3333333333333333,0.13636363636363635,0.045454545454545456,,,,0.22727272727272727,0.2,0.2,1.0,0.75,0.6666666666666666,0.2857142857142857,1.0,,,0.2857142857142857,0.5,0.2,0.47877272727272724,0.6076666666666667,0.4440071428571429,0.21052631578947367,0.47368421052631576,8.08125,27.03333333333333,0.2727272727272727,,1.0,1.0,1.0,1.0,,,,0.043478260869565216,0.058823529411764705,1.0,,,0.3333333333333333,0.3333333333333333,,1.0,,0.6666666666666666,,,,,1.0,,,,0.25,,,,1.0,,,,,,0.4,,0.5,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1628415-1630224-1630578-1631106,1610612745,"Fred VanVleet, Dillon Brooks, Jalen Green, Alperen Sengun, Tari Eason","VanVleet, Brooks, Green, Sengun, Eason",1627832-1628415-1630224-1630578-1631106,HOU,838.0,5,14.0,4.0,27.0,27,2.0,54,30.0,,2.0,10.0,2.0,1.0,1.0,4.0,,5.0,9.0,0.5,,92.79236276849642,15.555555555555555,15.481481481481481,15.518518518518519,13.518518518518519,4.0,16.0,5.0,5.0,,,,,2.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,,7.0,12.0,3.0,7.0,11.0,34.0,,,4.0,,1.0,1.0,2.0,7.0,10.0,8.0,6.0,9.0,,,3.0,1.0,,4.0,3.0,7.0,1.0,2.0,1.0,17.0,1.0,4.0,1.0,8.0,,3.0,2.0,2.0,,,1.0,11.0,14.0,2.0,30.0,10.0,4.0,1.0,2.0,0.5714285714285714,0.5714285714285714,1.0,0.42857142857142855,0.5,0.42857142857142855,0.5833333333333334,,,0.6052631578947368,,0.5,0.68,1.0,0.8333333333333334,0.3684210526315789,,,,0.25,0.2,0.4444444444444444,0.38461538461538464,0.2222222222222222,,0.5,,0.5,,0.2631578947368421,1.0,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.05263157894736842,0.21052631578947367,0.5,0.5,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,,,,,0.6666666666666666,0.5,,0.631578947368421,0.3333333333333333,0.5549657894736842,,0.5068,0.11764705882352941,0.29411764705882354,6.7749999999999995,26.12857142857143,0.14814814814814814,3.0,4.0,1.0,1.0,1.0,,,0.6,0.17391304347826086,0.25,,,2.0,,,,,1.0,,3.0,1.0,,,1.0,,,,0.25,0.5,,,,,,,,,0.25,,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1628988-1630578-1631095-203500,1610612745,"Fred VanVleet, Aaron Holiday, Alperen Sengun, Jabari Smith Jr., Steven Adams","VanVleet, Holiday, Sengun, Smith Jr., Adams",1627832-1628988-1630578-1631095-203500,HOU,242.0,1,4.0,,7.0,8,1.0,15,9.0,,1.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,89.25619834710744,19.142857142857142,13.5,18.714285714285715,13.375,,,1.0,1.0,,,,,1.0,4.0,,,,,,1.0,1.0,,2.0,5.0,1.0,1.0,2.0,9.0,,,3.0,,,,,,,4.0,,,,,1.0,1.0,,2.0,,2.0,,,1.0,4.0,1.0,2.0,,2.0,,,,,,,,2.0,2.0,,6.0,,,,,1.0,1.0,,1.0,,1.0,0.4,,,0.5833333333333334,1.5,,0.6428571428571429,1.5,,0.16666666666666666,,,,,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,,,,1.0,,0.16666666666666666,1.0,1.0,0.6666666666666666,0.25,0.25,1.0,,,,,,0.16666666666666666,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,0.45926666666666666,0.4989,,0.3333333333333333,,8.86,28.5,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.14285714285714285,0.16666666666666666,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,3.0,,,,,0.3333333333333333,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1630224-1630578-1631106-1641708-203500,1610612745,"Jalen Green, Alperen Sengun, Tari Eason, Amen Thompson, Steven Adams","Green, Sengun, Eason, Thompson, Adams",1630224-1630578-1631106-1641708-203500,HOU,249.0,1,4.0,4.0,7.0,6,2.0,13,8.0,,2.0,5.0,,,,1.0,1.0,,1.0,,,75.18072289156626,18.142857142857142,20.333333333333332,15.571428571428571,20.333333333333332,,,2.0,2.0,1.0,1.0,,,3.0,5.0,,,,,,,,,5.0,7.0,,,2.0,12.0,1.0,1.0,2.0,,,,,,,,10.0,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,,,,1.0,,,,2.0,2.0,,10.0,,,,,,,,,,,0.7142857142857143,1.0,,0.7142857142857143,1.0,,0.75,1.0,,,,,,0.5,1.0,1.0,0.75,1.0,,0.5,,1.0,,0.2857142857142857,1.0,1.0,0.7142857142857143,0.6,0.6,,,,,,,,,,,1.0,1.0,,,,,,0.2857142857142857,,0.4421714285714286,0.4609,,0.16666666666666666,,5.314285714285715,,,,1.0,,,,,,,0.125,0.125,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1628415-1630224-1631106-1641708-203500,1610612745,"Dillon Brooks, Jalen Green, Tari Eason, Amen Thompson, Steven Adams","Brooks, Green, Eason, Thompson, Adams",1628415-1630224-1631106-1641708-203500,HOU,170.0,2,3.0,2.0,6.0,5,,11,5.0,,,2.0,,,,,,1.0,1.0,,,93.17647058823529,13.5,17.8,13.5,16.8,,1.0,,,,,,,1.0,2.0,,,1.0,,,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,7.0,,,,,,,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,,,,2.0,4.0,,7.0,,,,,1.0,1.0,,0.5,,0.5,0.5,,,0.625,,,0.5833333333333334,,,0.5,,,,1.0,,0.5,0.6666666666666666,,,1.0,,0.5,,,,,0.5,0.5,0.5,1.0,,0.25,,,,0.25,1.0,1.0,,,,,,,,,0.5,1.0,0.516475,,,,,9.15,25.0,,,2.0,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1631095-1631106-1641708-203500,1610612745,"Fred VanVleet, Jabari Smith Jr., Tari Eason, Amen Thompson, Steven Adams","VanVleet, Smith Jr., Eason, Thompson, Adams",1627832-1631095-1631106-1641708-203500,HOU,890.0,5,15.0,10.0,26.0,27,7.0,53,29.0,1.0,9.0,21.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,0.6666666666666666,1.0,85.75280898876404,15.961538461538462,17.59259259259259,14.615384615384615,17.074074074074073,10.0,4.0,4.0,6.0,2.0,3.0,1.0,2.0,3.0,8.0,3.0,2.0,4.0,1.0,2.0,4.0,8.0,4.0,7.0,17.0,6.0,12.0,7.0,39.0,2.0,4.0,12.0,2.0,6.0,2.0,6.0,3.0,13.0,6.0,8.0,15.0,4.0,1.0,7.0,4.0,2.0,3.0,5.0,8.0,3.0,2.0,1.0,21.0,5.0,4.0,7.0,12.0,2.0,3.0,3.0,1.0,,,,6.0,10.0,3.0,27.0,13.0,10.0,,,0.42857142857142855,0.6,0.8333333333333334,0.5,0.3333333333333333,0.5454545454545454,0.4117647058823529,0.5,0.3333333333333333,0.5517241379310345,0.8333333333333334,0.4166666666666667,0.5735294117647058,0.8571428571428571,0.43333333333333335,0.41379310344827586,0.11764705882352941,0.16666666666666666,0.125,1.0,0.5,1.0,1.0,0.6153846153846154,0.5,1.0,1.0,1.0,0.18181818181818182,0.20689655172413793,0.6666666666666666,0.8,0.27586206896551724,0.375,0.42857142857142855,0.3333333333333333,0.10344827586206896,0.13793103448275862,0.5,0.5,1.0,0.27586206896551724,0.5,0.5,0.75,0.5,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,0.3333333333333333,0.6206896551724138,0.5714285714285714,0.5129535714285715,0.6498375,0.4893272727272727,0.3076923076923077,0.3333333333333333,7.8352941176470585,30.066666666666666,0.38461538461538464,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.06451612903225806,0.10526315789473684,,,,,,,1.0,,,1.0,1.0,,2.0,3.0,,,,1.0,1.0,,2.0,1.0,3.0,,,,,0.6,0.3333333333333333,0.25,,2.0,1.0,,,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1630224-1630578-1641708-203500,1610612745,"Fred VanVleet, Jalen Green, Alperen Sengun, Amen Thompson, Steven Adams","VanVleet, Green, Sengun, Thompson, Adams",1627832-1630224-1630578-1641708-203500,HOU,748.0,2,12.0,3.0,26.0,26,4.0,52,26.0,1.0,5.0,18.0,1.0,1.0,,3.0,,3.0,5.0,0.3333333333333333,0.3333333333333333,100.10695187165776,13.653846153846153,15.115384615384615,13.076923076923077,14.192307692307692,17.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,12.0,2.0,,1.0,,1.0,2.0,2.0,1.0,6.0,18.0,2.0,3.0,11.0,29.0,2.0,4.0,6.0,2.0,8.0,1.0,2.0,9.0,16.0,4.0,8.0,6.0,4.0,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,,1.0,10.0,4.0,9.0,3.0,13.0,,3.0,3.0,2.0,,2.0,,10.0,17.0,7.0,23.0,16.0,17.0,,2.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5,0.25,0.42857142857142855,0.5,0.35,0.5,0.6,0.47058823529411764,0.14285714285714285,0.05555555555555555,,0.08333333333333333,0.6,0.36363636363636365,0.6428571428571429,0.631578947368421,0.3333333333333333,1.0,0.6666666666666666,,0.6666666666666666,,0.19047619047619047,0.5,0.5,0.5714285714285714,0.3333333333333333,0.36363636363636365,0.25,0.09523809523809523,0.047619047619047616,,,,0.09523809523809523,1.0,1.0,1.0,0.5,0.5,0.1,1.0,0.1,,0.1,0.3333333333333333,1.0,0.4732642857142857,0.5128,0.46834499999999996,0.20689655172413793,0.5517241379310345,7.166666666666667,26.03333333333333,0.6538461538461539,1.0,2.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.5,0.09090909090909091,0.10526315789473684,,,1.0,,,,0.6,,0.5,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,0.2857142857142857,,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1628988-1630578-1631095-1641715-201145,1610612745,"Aaron Holiday, Alperen Sengun, Jabari Smith Jr., Cam Whitmore, Jeff Green","Holiday, Sengun, Smith Jr., Whitmore, Green",1628988-1630578-1631095-1641715-201145,HOU,18.0,1,,-2.0,1.0,1,,2,2.0,,,,,,,,,,,,,160.0,10.0,8.0,10.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1628415-1630224-1630578-1631106-1641708,1610612745,"Dillon Brooks, Jalen Green, Alperen Sengun, Tari Eason, Amen Thompson","Brooks, Green, Sengun, Eason, Thompson",1628415-1630224-1630578-1631106-1641708,HOU,99.0,1,2.0,5.0,4.0,4,,8,,,,3.0,,,,,,,1.0,,,116.36363636363637,8.25,16.5,8.25,15.0,4.0,,,,,,,,1.0,2.0,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,,,,1.0,2.0,1.0,2.0,,5.0,,2.0,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,5.0,5.0,4.0,,,,,1.0,0.5,0.5,0.5,0.5,,0.5,0.625,,0.625,0.625,,0.625,0.5,,,,0.3333333333333333,,1.0,0.6,,,,,1.0,,,,,0.5,0.5,0.5,,,,,,,0.5,0.5,1.0,1.0,,,,,,,0.5,0.5,0.5,0.515025,,0.515025,,1.0,5.95,26.05,1.0,,,1.0,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,1.0,,1.0,,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1630224-1630578-1631106-1641708,1610612745,"Fred VanVleet, Jalen Green, Alperen Sengun, Tari Eason, Amen Thompson","VanVleet, Green, Sengun, Eason, Thompson",1627832-1630224-1630578-1631106-1641708,HOU,529.0,3,9.0,-1.0,16.0,17,2.0,33,16.0,,3.0,10.0,1.0,,1.0,1.0,,,3.0,1.0,,89.82986767485822,15.75,16.294117647058822,15.1875,16.176470588235293,5.0,3.0,1.0,4.0,,2.0,,,1.0,3.0,,1.0,5.0,,2.0,2.0,4.0,1.0,2.0,7.0,3.0,9.0,2.0,15.0,,3.0,,1.0,1.0,1.0,3.0,,5.0,4.0,,9.0,,,4.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,13.0,2.0,3.0,4.0,7.0,,2.0,1.0,,,,1.0,2.0,4.0,,15.0,5.0,5.0,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,,1.0,0.40625,,0.625,0.4166666666666667,,0.5,0.5625,0.14285714285714285,,0.3333333333333333,1.0,0.4,0.6,0.7777777777777778,0.2727272727272727,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.25,0.25,0.25,0.1875,0.3333333333333333,0.5,1.0,,0.3125,0.2,0.2,1.0,0.25,0.5,0.5,1.0,0.6666666666666666,,,,0.5,,0.25,0.8125,0.5,0.555109375,0.56775,0.566675,,0.3333333333333333,3.6714285714285713,24.433333333333334,0.3125,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.1111111111111111,0.2222222222222222,,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,0.16666666666666666,0.25,,,1.0,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1630224-1630578-1631095-1631106-1641708,1610612745,"Jalen Green, Alperen Sengun, Jabari Smith Jr., Tari Eason, Amen Thompson","Green, Sengun, Smith Jr., Eason, Thompson",1630224-1630578-1631095-1631106-1641708,HOU,92.0,2,2.0,-6.0,3.0,2,1.0,5,6.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,78.26086956521739,19.0,17.5,15.666666666666666,17.5,1.0,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3981666666666666,0.3584,0.3584,,,8.833333333333334,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1628988-1631466-1641715-1642263-201145,1610612745,"Aaron Holiday, Nate Williams, Cam Whitmore, Reed Sheppard, Jeff Green","Holiday, Williams, Whitmore, Sheppard, Green",1628988-1631466-1641715-1642263-201145,HOU,297.0,3,5.0,-14.0,14.0,13,1.0,27,22.0,,1.0,3.0,1.0,1.0,,2.0,,2.0,3.0,0.5,,130.9090909090909,15.357142857142858,6.3076923076923075,15.0,5.846153846153846,14.0,11.0,,2.0,,1.0,,2.0,,1.0,,1.0,2.0,1.0,2.0,1.0,4.0,4.0,,3.0,2.0,6.0,2.0,8.0,,1.0,,,3.0,2.0,6.0,2.0,8.0,,,6.0,,,4.0,1.0,2.0,,2.0,2.0,1.0,1.0,,6.0,1.0,,1.0,2.0,,,,1.0,,2.0,,2.0,4.0,2.0,8.0,8.0,14.0,1.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,0.36363636363636365,,0.36363636363636365,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.3333333333333333,,0.5,0.14285714285714285,,0.5,,,,0.2222222222222222,,,0.1111111111111111,,,,,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.25,0.25,1.0,1.0,,0.2222222222222222,,0.2222222222222222,0.5,0.4444444444444444,0.8888888888888888,0.25,0.4721777777777778,0.4048,0.4721777777777778,,1.0,4.2,25.55,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,1.0,,,,,,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,False
1627832-1630224-1630578-1631095-203500,1610612745,"Fred VanVleet, Jalen Green, Alperen Sengun, Jabari Smith Jr., Steven Adams","VanVleet, Green, Sengun, Smith Jr., Adams",1627832-1630224-1630578-1631095-203500,HOU,207.0,1,3.0,3.0,6.0,5,1.0,11,5.0,,3.0,6.0,1.0,,1.0,2.0,,2.0,2.0,0.5,,76.52173913043478,20.166666666666668,17.2,16.833333333333332,15.0,,,1.0,1.0,1.0,1.0,,,1.0,3.0,,,2.0,,,1.0,1.0,,2.0,4.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,,,,,,,,4.0,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,3.0,,,,1.0,,,,3.0,1.0,,6.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,,0.5,0.3333333333333333,,0.5714285714285714,0.3333333333333333,,0.42857142857142855,0.25,,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6,0.75,,,1.0,1.0,,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5,,,0.2857142857142857,,,,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,0.5714285714285714,1.0,0.48538571428571425,0.4866,,0.25,,6.9,24.03333333333333,,,,1.0,1.0,1.0,,,,0.14285714285714285,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,0.5,0.5,0.3333333333333333,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,1610612745,2025,2024-25,False
